,id,title_description_clean,release_date,Contains
205,2tec7MOpsKODZ1QNW1ReMu,"Salman Rushdie, the energy price cap, and Afghanistan  and Rory as they discuss the one year anniversary of Afghanistan falling to the Taliban, the French withdrawal from Mali, the Wagner Group, how Gordon Brown lets his hair down, the Kenyan election, the cost of living, Keir Starmer holiday, the energy price cap, Salman Rushdie, freedom of speech, and more.",17/08/2022,Taliban
206,2tec7MOpsKODZ1QNW1ReMu,"Salman Rushdie, the energy price cap, and Afghanistan  and Rory as they discuss the one year anniversary of Afghanistan falling to the Taliban, the French withdrawal from Mali, the Wagner Group, how Gordon Brown lets his hair down, the Kenyan election, the cost of living, Keir Starmer holiday, the energy price cap, Salman Rushdie, freedom of speech, and more.",17/08/2022,Wagner Group
207,1prJ8uOjNdwUZZNmLwEEhw,"Clan Campbell vs. Clan Stewart, Tartan Trews, and Lindsay Hoyle  and Rory for the latest episode of TRIP: Question Time, where they answer your questions on the historical Scottish clashes between Clan Stewart and Clan Campbell, Rory tartan trousers, the performance of Lindsay Hoyle as Speaker, and labour shortages in the UK.",11/08/2022,Labour Party
208,0IDXpwvmoVIRezsGdjMH7G,"Amnesty International, cabinet duels, and fuel poverty  and Rory as they discuss lame ducks, Amnesty International Ukraine report, politicians’ holidays, energy prices, fuel poverty, George Canning, Nancy Pelosi in Taiwan, the wildfires and US Climate Bill, Boris Johnson dancing, and The Rest Is Politics bingo.",10/08/2022,ERG
209,0IDXpwvmoVIRezsGdjMH7G,"Amnesty International, cabinet duels, and fuel poverty  and Rory as they discuss lame ducks, Amnesty International Ukraine report, politicians’ holidays, energy prices, fuel poverty, George Canning, Nancy Pelosi in Taiwan, the wildfires and US Climate Bill, Boris Johnson dancing, and The Rest Is Politics bingo.",10/08/2022,Amnesty International
210,2VyprZnjD93ZNyi7M89R3x,"Scottish Unionism, growth, and cannibalism  and Rory for the latest episode of TRIP: Question Time, where they answer your questions on Bhutan Gross Domestic Happiness, Scottish Unionism, political biographies, cannibalism, and more.",04/08/2022,
211,3PWJZKEaVCrM4y8fEPYB13,"William Hague on Boris Johnson, Blair, and Brexit In a special episode of The Rest Is Politics, Alastair and Rory are joined by former Foreign Secretary and former Leader of the Conservative Party, William Hague.",03/08/2022,Conservative Party
212,0daghZtXKrQYBpxErr2itd,"Al-Qaeda, Pelosi in Taiwan, and working for Truss  Campbell and Rory Stewart as they discuss al-Qaeda, Kosovo, Kenya, Tunisia, the ;age of impunity;, Nancy Pelosi Taiwan visit, working for Truss and Sunak, terrorism, and resignation honours.",02/08/2022,Al-Qaeda
213,0Bd30Npexm8P2YDaaxn9m0,"The last days of Blair and May, carbon footprints, and remaining hopeful May downfall, Blair-Brown, Celtic vs. Rangers in Belfast, remaining hopeful, charter cities, climate change, carbon emissions, and wildfires.",28/07/2022,
214,3nd8spqRFCB2p9s0m91NlS,"Blue on blue, famine in Africa, and David Trimble  Campbell and Rory Stewart as they discuss the Tory leadership race, the life and legacy of David Trimble, Mario Draghi resignation, charter cities, famine in Africa, populism, and Marilyn Monroe poetry.",27/07/2022,
215,4ReiHvvXhYFH0U66OBnCYi,"Treating addiction, feminism, and a fear of ketchup  and Alastair for the latest episode of ;The Rest Is Politics: Question Time;, where they discuss removing the stigma around addiction, feminism, Eton, Alastair fear of ketchup, political cliches, Rory worst interview gaff, whether the SNP has a mandate for another independence referendum, and how Iran and Afghanistan have changed since Rory walk.",22/07/2022,SNP
216,4ReiHvvXhYFH0U66OBnCYi,"Treating addiction, feminism, and a fear of ketchup  and Alastair for the latest episode of ;The Rest Is Politics: Question Time;, where they discuss removing the stigma around addiction, feminism, Eton, Alastair fear of ketchup, political cliches, Rory worst interview gaff, whether the SNP has a mandate for another independence referendum, and how Iran and Afghanistan have changed since Rory walk.",22/07/2022,Eton
217,1yJbNz2PpkXpEgWNkaP0Ey,Rishi Sunak vs. Liz Truss And then there were two...,21/07/2022,
218,7DCsB565C7eh5LRsJBJPNC,"Keir Starmer on rebuilding Labour, Tory leadership, and Brexit In a special episode recorded in Westminster as temperatures approached 40C in London, Rory and Alastair are joined by the Leader of the Opposition and Leader of the Labour Party, Sir Keir Starmer.",20/07/2022,Labour Party
219,1lk1KIbcuP7OHYMuEI98xx,"Heatwaves, semiconductors, and Johnson return? It the hottest day of the year so far, but Rory and Alastair are still managing to disagree fairly agreeably!",19/07/2022,
220,32PBpE87D3HmwifDmLPzaJ,"Shinzo Abe, Sri Lanka, and 'Big Society'  and Alastair for the seventh episode of ;The Rest Is Politics: Question Time;, where they discuss the assassination and legacy of Shinzo Abe, the situation in Sri Lanka, Tory leadership, marriage, Rory wedding ring, the Met, and more.",14/07/2022,
221,2bj8P2Fw4HdPKJ7MVO6ZsD,Tory leadership race: contenders and pretenders Rishi Sunak. Liz Truss. Penny Mordaunt. Tom Tugendhat. And about fifty others.,12/07/2022,
222,2gRgSvr2kDKPEzuRH8H7v1,BORIS JOHNSON RESIGNS Boris Johnson has resigned.,07/07/2022,
223,2x9WkSXSAPSwyuJNFV7ER1,"British scandals, global recession, and Elvis  and Alastair as they discuss British scandals, moments of madness, civil service interventions, Starmer on Brexit, technocracy, global economic recession, tech bubbles, China and Taiwan, Xi Jinping, Britain dwindling military, Lebedev, Elvis, Jimmy Carter and a tribute to Peter Brook.",07/07/2022,
224,2N0Ug6BMTUpLyRuNab2DEg,SPECIAL: SUNAK AND JAVID RESIGN Alastair Campbell and Rory Stewart respond to the breaking news that Chancellor Rishi Sunak and Health Secretary Sajid Javid have both resigned from the Government. How long can Boris Johnson survive as Prime Minister after two of his heavyweight ministers resign a few minutes apart?,05/07/2022,
225,3iaFZI6YBa0IuDPVsIuSjI,"Roe v. Wade, military MPs, and Ismail Kadare Roe v. Wade, the impact of military service on sitting MPs, Britain global reputation, Labour stance on strike action, progressive alliances, John Smith, Alexander the Great, and the novels of Ismail Kadare.",30/06/2022,Labour Party
226,0LMgWbd4AnQc8O6ky1JHuS,"Tony Blair on the UK relegation battle Tony Blair joins Rory Stewart and Alastair Campbell to discuss his fears that Britain may soon be relegated from the Premiership of nations. Also discussed, his views on the future of the NHS, technology and how Labour can recover from the Corbyn years. Plus Ukraine, Russia, China, Scotland, and how to handle Alastair Campbell.",29/06/2022,Labour Party
227,0LMgWbd4AnQc8O6ky1JHuS,"Tony Blair on the UK relegation battle Tony Blair joins Rory Stewart and Alastair Campbell to discuss his fears that Britain may soon be relegated from the Premiership of nations. Also discussed, his views on the future of the NHS, technology and how Labour can recover from the Corbyn years. Plus Ukraine, Russia, China, Scotland, and how to handle Alastair Campbell.",29/06/2022,NHS
228,6bQYRUR7YQr5rNOkXaTEsk,"The Queen toilet, Carole Cadwalladr, and climate crisis Find out which historical world leaders Rory and Alastair would be like to work alongside, what they would say if they had the world attention for 30 seconds, their thoughts on the ;Tory power stance; and body language coaching in politics.",23/06/2022,
229,5IJY9BMt1bqZ88wzGTaZPc,"By-elections, strikes, and populists  and Alastair as they discuss by-elections, how Alastair would run as a Tory, strikes, trade unions, Colombia, France, Henry Kissinger, Carrie Johnson ghost story, Rory visit to a kibbutz, Welsh Labour, ethics advisors and unrequited love!",22/06/2022,Labour Party
230,1KDRT8hBKQK895XjR9eJYK,"Ukraine, Tony Blair, and foreign languages  Campbell and Rory Stewart for the third edition of ;The Rest is Politics: Question Time;, where they answer your questions on the situation in Ukraine, the role of former world leaders in politics, and their multilingual capabilities.",16/06/2022,
231,145pBptSMnHkhfiDHPkor8,"Keir Starmer, Northern Ireland, and disagreeing 'agreeably'  and Alastair as they discuss the performance and future of Keir Starmer, what they both think of Wes Streeting, Rory appearance on BBC Question Time, austerity, what Labour needs to do to win, train strikes, Tony Blair, Northern Ireland, the ERG, Liz Truss, and disagreeing ;agreeably;.",15/06/2022,Labour Party
232,145pBptSMnHkhfiDHPkor8,"Keir Starmer, Northern Ireland, and disagreeing 'agreeably'  and Alastair as they discuss the performance and future of Keir Starmer, what they both think of Wes Streeting, Rory appearance on BBC Question Time, austerity, what Labour needs to do to win, train strikes, Tony Blair, Northern Ireland, the ERG, Liz Truss, and disagreeing ;agreeably;.",15/06/2022,ERG
233,145pBptSMnHkhfiDHPkor8,"Keir Starmer, Northern Ireland, and disagreeing 'agreeably'  and Alastair as they discuss the performance and future of Keir Starmer, what they both think of Wes Streeting, Rory appearance on BBC Question Time, austerity, what Labour needs to do to win, train strikes, Tony Blair, Northern Ireland, the ERG, Liz Truss, and disagreeing ;agreeably;.",15/06/2022,BBC
234,1UsZboqdfX9VgqyL7sR7aN,"Austerity, diaries, and impostors  and Alastair as they answer your questions on Austerity, John Bercow, protest, schools, carbon footprints, imposter syndrome, cheese, interview techniques, political diaries, and the Duc de Saint-Simon.",09/06/2022,
235,5GCia50jsSCu3WidX0kslN,"Johnson, monarchy, and the West Bank Instagram:&#64;restispolitics",08/06/2022,
236,7Mrq8NtQrxQCccS31nfUWA,"Hong Kong handover, human rights, and Tintin Welcome to the first ever episode of ;TRIP: Question Time;!",02/06/2022,
237,6zoveYl18gF7Y1RHttvYX0,"Charisma, Portugal, and gun control Rory going viral, Alastair trip to Portugal, Labour Brexit position, Olaf Scholz, the UEFA Champions League Final, the 1922 Committee, charisma, Nelson Mandela, teaching politics in school, US gun control, and ABBA. Tune in to today pod to hear all this and more!",01/06/2022,Labour Party
238,1bp0zjpaaUJVJ9Mkh6Fmcj,"Rupert Murdoch, Taiwan, and Burnley Partygate photos, Teals in Australia, why Rory ran as an independent in London, Anthony Albanese, Mhairi Black, Bill Cash, Rupert Murdoch, China, Taiwan, PR, and Nigel Farage. This week pod has got it all.",25/05/2022,
239,6nyE5FialqFDfUpEkb7dYF,"Food shortages, Francois Hollande, and Shireen Abu Akleh Shireen Abu Akleh, Alastair catch-up with Francois Hollande, Rory reflection on the Tory leadership debates, Northern Ireland, Nick Clegg, Sri Lanka, Lebanon, global food shortages, power-sharing, and press coverage.",18/05/2022,
240,7azv1AvLa0dBbkc8LwVUFZ,"Putin blanket, election fallout, and China in Africa Beergate, local elections, Tower Hamlets, Northern Ireland, Putin, Chinese foreign policy, Oxbridge, and porridge talk.",11/05/2022,ERG
241,2ebut3WYNREpvSa1h7mz1q,"Bad politics, local elections, and toxic debates Rory Stewart and Alastair Campbell work out a plan for improving the quality of debate in Westminster. They also wonder what it would take for the electorate to dump Boris Johnson from power. Plus how to make the perfect porridge.",04/05/2022,
242,7qoj4CBk3VKmbCxli1it50,"Biggest snakes, Basic Instinct, and meeting Miley Defeating populism, the way to win a leadership contest, and Boris Johnson meeting Miley Cyrus.",27/04/2022,
243,5GtbKz9pTK7iNKpZo3Glsm,"Rwanda, Religion and the Return of Trump  and Rory for this week pod, where they discuss Patel plans to send refugees to Rwanda from Britain, the role of religion in politics, and the mysterious ideologue that some believe is the brains behind Putin. There are also plenty of listener questions, which range from Trump possible return in 2024 to whether political parties should be solely state-funded.",20/04/2022,
244,0yDK2kkK08TrfJYm2eOVlr,"Partygate fines, political partners, and voting at 15? In today pod Alastair and Rory discuss the police fines that Johnson and Sunak have received for their roles in Partygate, the current political situation in both France and Pakistan, and the role of spouses in politics. After the break they also drill down into what Alastair and Rory vehemently disagree on politically.",13/04/2022,
245,6WvjjxsLCvY0MTtVUptX5r,"Globalism, Scottish Nationalism, and Rory new job Could this be the final ever episode of The Rest Is Politics after Rory revelation last Friday, 1st April? Hopefully not! After more terrible news from Ukraine and some countries refusing to shun Russia, could this crisis herald the end of a globalism? Also, reaction to populist leaders Orban and Le Pen gaining support in Europe, the ethics of working with questionable regimes, and what first attracted Rory Stewart to the Conservative Party?",06/04/2022,Conservative Party
246,3YJSZbnrqEroGWYn9EobgK,"Tribal politics, anonymous sources, and Malcolm Tucker Do the Royal family and the Commonwealth still have a place in the modern world? Alastair and Rory discuss Rwanda and countries recovering from war, whether Joe Biden is an effective communicator, how the relationship between the media and politicians really works, and why certain people find it hard to criticise their own party.",30/03/2022,
247,4iwzYZCgcAkbVjeE25Eadi,"Iraq, brave opposition, and powerful Chancellors As Rory returns from a tour of Iraq with a landmine charity, what lessons can be learned from the country since the occupation, and how could they be applied to the current situation in Ukraine? Also, is Belarus getting off too lightly in terms of sanctions, can Britain become ;food independent; again, and what is the power dynamic between Prime Ministers and Chancellors of the Exchequer?",23/03/2022,
248,1TLOJvTywSnt0SOJqskxNr,"Zelenskyy humanity, Lebvedev parties, and Eton Who is winning the communications landscape in Ukraine? Alastair and Rory discuss the importance of soft power, the sacrifices needed to free European dependency on Russian oil, the most intimidating politicians, and whether private schools like Eton have a healthy impact on British society.",16/03/2022,Eton
249,6QriXjISoj3yzbHUPneF62,"Lying, vanity and friendship in politics Welcome to the second episode of The Rest Is Politics with Rory Stewart and Alastair Campbell!",09/03/2022,
250,70PRmBVXnLj3jh8RWFdpQu,"Putin in person, Russian money in British politics, and Bono vs Blair What Vladimir Putin like to deal with in person? On the first episode of &#34;The Rest Is Politics&#34;, Alastair Campbell and Rory Stewart tackle the latest developments in Ukraine, give their insight into the most effective next steps for NATO, explain how Russian money has affected British politics, and discuss celebrity activism.",02/03/2022,NATO
